Pressure,Temperature,Density,Enthalpy,Internal Energy,Gibbs Energy,Entropy,Molecular Mass,Specific Heat Capacity,Sound Speed,Viscosity,Thermal Conductivity,Prandtl Number
0.7,5300,0.035,9630,7630,-54700,12.1,22,1.65,1630,1.52,3.47,0.72
0.7,5400,0.0343,9800,7760,-55900,12.2,22,1.71,1640,1.54,3.68,0.715
0.7,5500,0.0337,9980,7900,-57100,12.2,22,1.82,1640,1.56,4.01,0.709
0.7,5600,0.033,10200,8050,-58400,12.2,22,1.99,1640,1.58,4.49,0.703
0.7,5700,0.0324,10400,8220,-59600,12.3,21.9,2.24,1640,1.6,5.17,0.696
0.7,5800,0.0318,10600,8420,-60800,12.3,21.9,2.59,1640,1.63,6.12,0.69
0.7,5900,0.0311,10900,8650,-62100,12.4,21.8,3.07,1640,1.65,7.4,0.685
0.7,6000,0.0305,11200,8950,-63300,12.4,21.7,3.71,1650,1.67,9.08,0.681
0.7,6100,0.0299,11700,9300,-64500,12.5,21.6,4.52,1650,1.69,11.2,0.681
0.7,6200,0.0292,12200,9750,-65800,12.6,21.5,5.54,1660,1.71,13.9,0.683
0.7,6300,0.0284,12800,10300,-67100,12.7,21.3,6.77,1680,1.74,17.1,0.689
0.7,6400,0.0277,13500,11000,-68300,12.8,21,8.19,1700,1.76,20.7,0.697
0.7,6500,0.0269,14400,11800,-69600,12.9,20.7,9.77,1720,1.78,24.5,0.709
0.7,6600,0.026,15500,12800,-70900,13.1,20.4,11.4,1740,1.8,28.5,0.724
0.7,6700,0.0251,16700,13900,-72200,13.3,20,13.1,1770,1.82,32.2,0.741
0.7,6800,0.0242,18100,15200,-73600,13.5,19.6,14.6,1800,1.85,35.4,0.761
0.7,6900,0.0233,19600,16600,-74900,13.7,19.1,15.9,1840,1.87,38,0.783
0.7,7000,0.0224,21300,18100,-76300,13.9,18.6,16.9,1880,1.89,39.6,0.805
0.7,7100,0.0215,23000,19700,-77700,14.2,18.2,17.4,1920,1.91,40.2,0.828
0.7,7200,0.0207,24700,21300,-79100,14.4,17.7,17.5,1960,1.93,39.9,0.849
0.7,7300,0.0199,26500,22900,-80600,14.7,17.3,17.2,2000,1.95,38.7,0.868
0.7,7400,0.0192,28100,24500,-82100,14.9,16.9,16.5,2040,1.97,36.8,0.884
0.7,7500,0.0185,29700,26000,-83600,15.1,16.5,15.5,2080,1.99,34.5,0.896
0.7,7600,0.0179,31200,27300,-85100,15.3,16.2,14.3,2110,2.01,31.9,0.903
0.7,7700,0.0174,32600,28600,-86600,15.5,15.9,13,2150,2.03,29.3,0.906
0.7,7800,0.0169,33800,29700,-88200,15.6,15.7,11.8,2190,2.05,26.7,0.903
0.7,7900,0.0165,35000,30700,-89800,15.8,15.5,10.6,2220,2.07,24.4,0.896
0.7,8000,0.0161,36000,31600,-91400,15.9,15.3,9.46,2260,2.09,22.4,0.883
0.7,8100,0.0158,36900,32400,-93000,16,15.2,8.49,2290,2.11,20.6,0.867
0.7,8200,0.0154,37700,33100,-94600,16.1,15,7.66,2320,2.12,19.2,0.847
0.7,8300,0.0151,38400,33800,-96200,16.2,14.9,6.96,2350,2.14,18.1,0.825
0.7,8400,0.0149,39100,34400,-97800,16.3,14.8,6.4,2380,2.16,17.2,0.802
0.7,8500,0.0146,39700,34900,-99400,16.4,14.7,5.94,2410,2.17,16.6,0.779
0.7,8600,0.0143,40300,35400,-101000,16.4,14.7,5.59,2440,2.19,16.2,0.756
0.7,8700,0.0141,40800,35800,-103000,16.5,14.6,5.33,2470,2.2,16,0.735
0.7,8800,0.0139,41300,36300,-104000,16.6,14.5,5.15,2490,2.22,15.9,0.716
0.7,8900,0.0137,41800,36700,-106000,16.6,14.5,5.03,2510,2.23,16,0.699
0.7,9000,0.0135,42300,37100,-108000,16.7,14.4,4.96,2530,2.25,16.3,0.685
0.7,9100,0.0133,42800,37600,-109000,16.7,14.4,4.94,2550,2.26,16.6,0.672
0.7,9200,0.0131,43300,38000,-111000,16.8,14.3,4.97,2570,2.27,17,0.662
0.7,9300,0.0129,43800,38400,-113000,16.8,14.2,5.02,2590,2.28,17.6,0.653
0.7,9400,0.0127,44300,38800,-114000,16.9,14.2,5.11,2610,2.29,18.1,0.645
0.7,9500,0.0125,44800,39300,-116000,16.9,14.1,5.22,2630,2.3,18.8,0.639
0.7,9600,0.0123,45400,39700,-118000,17,14.1,5.35,2640,2.31,19.5,0.634
0.7,9700,0.0122,45900,40200,-120000,17.1,14,5.51,2660,2.32,20.3,0.629
0.7,9800,0.012,46500,40600,-121000,17.1,14,5.68,2680,2.33,21.1,0.626
0.7,9900,0.0118,47100,41100,-123000,17.2,13.9,5.86,2690,2.33,22,0.623
0.7,10000,0.0116,47600,41600,-125000,17.2,13.8,6.06,2710,2.34,22.9,0.62
0.7,10100,0.0115,48300,42200,-126000,17.3,13.8,6.28,2730,2.34,23.8,0.618
0.7,10200,0.0113,48900,42700,-128000,17.4,13.7,6.5,2750,2.35,24.7,0.616
0.7,10300,0.0111,49600,43300,-130000,17.4,13.6,6.73,2760,2.35,25.7,0.615
0.7,10400,0.011,50200,43900,-132000,17.5,13.6,6.97,2780,2.35,26.7,0.613
0.7,10500,0.0108,51000,44500,-133000,17.6,13.5,7.22,2800,2.35,27.7,0.612
0.8,200,2.12,-9020,-9060,-9940,4.59,44,0.735,226,0.101,0.0955,0.776
0.8,300,1.41,-8940,-9000,-10400,4.91,44,0.846,270,0.15,0.166,0.764
0.8,400,1.06,-8850,-8930,-10900,5.16,44,0.939,308,0.197,0.246,0.753
0.8,500,0.847,-8750,-8850,-11400,5.38,44,1.01,341,0.24,0.326,0.748
0.8,600,0.706,-8650,-8760,-12000,5.57,44,1.08,371,0.28,0.403,0.746
0.8,700,0.605,-8540,-8670,-12600,5.74,44,1.13,399,0.317,0.478,0.746
0.8,800,0.529,-8420,-8570,-13100,5.89,44,1.17,425,0.351,0.548,0.748
0.8,900,0.471,-8300,-8470,-13700,6.03,44,1.2,449,0.383,0.616,0.749
0.8,1000,0.423,-8180,-8370,-14300,6.16,44,1.23,472,0.413,0.68,0.75
0.8,1100,0.385,-8060,-8270,-15000,6.28,44,1.26,494,0.442,0.741,0.752
0.8,1200,0.353,-7930,-8160,-15600,6.39,44,1.28,516,0.47,0.8,0.752
0.8,1300,0.326,-7800,-8050,-16200,6.49,44,1.3,536,0.497,0.859,0.752
0.8,1400,0.302,-7670,-7940,-16900,6.59,44,1.32,556,0.523,0.921,0.751
0.8,1500,0.282,-7540,-7820,-17600,6.68,44,1.35,574,0.548,0.989,0.749
0.8,1600,0.265,-7400,-7700,-18200,6.77,44,1.39,592,0.573,1.07,0.743
0.8,1700,0.249,-7260,-7580,-18900,6.86,44,1.46,609,0.597,1.19,0.734
0.8,1800,0.235,-7110,-7450,-19600,6.94,43.9,1.56,625,0.621,1.35,0.721
0.8,1900,0.222,-6940,-7300,-20300,7.03,43.8,1.72,641,0.644,1.57,0.704
0.8,2000,0.21,-6760,-7140,-21000,7.13,43.7,1.94,656,0.668,1.89,0.686
0.8,2100,0.199,-6550,-6950,-21700,7.23,43.4,2.24,671,0.692,2.32,0.669
0.8,2200,0.188,-6310,-6730,-22500,7.34,43.1,2.64,687,0.716,2.89,0.655
0.8,2300,0.178,-6020,-6470,-23200,7.47,42.6,3.15,705,0.742,3.62,0.645
0.8,2400,0.168,-5680,-6150,-24000,7.62,41.9,3.75,725,0.768,4.49,0.64
0.8,2500,0.158,-5270,-5770,-24700,7.78,41,4.43,747,0.795,5.51,0.64
0.8,2600,0.148,-4790,-5330,-25500,7.97,40,5.18,771,0.824,6.63,0.644
0.8,2700,0.138,-4230,-4810,-26300,8.18,38.8,5.95,798,0.853,7.8,0.651
0.8,2800,0.129,-3600,-4220,-27100,8.41,37.5,6.7,827,0.883,8.96,0.66
0.8,2900,0.12,-2890,-3560,-28000,8.66,36.1,7.38,859,0.912,10.1,0.669
0.8,3000,0.111,-2120,-2850,-28900,8.92,34.6,7.96,893,0.941,11.1,0.677
0.8,3100,0.103,-1300,-2080,-29800,9.19,33.1,8.42,930,0.97,11.9,0.684
0.8,3200,0.0954,-445,-1280,-30700,9.46,31.7,8.75,967,0.998,12.7,0.688
0.8,3300,0.0885,441,-463,-31700,9.73,30.3,8.96,1010,1.03,13.3,0.693
0.8,3400,0.0823,1340,370,-32700,10,29.1,9.04,1050,1.05,13.6,0.699
0.8,3500,0.0766,2250,1200,-33700,10.3,27.9,8.98,1090,1.08,13.7,0.708
0.8,3600,0.0716,3130,2020,-34700,10.5,26.8,8.74,1130,1.11,13.4,0.72
0.8,3700,0.0672,3990,2800,-35800,10.7,25.8,8.28,1170,1.13,12.8,0.735
0.8,3800,0.0634,4780,3520,-36900,11,25,7.61,1210,1.16,11.7,0.752
0.8,3900,0.06,5500,4170,-38000,11.1,24.3,6.78,1240,1.19,10.5,0.768
0.8,4000,0.0572,6140,4740,-39100,11.3,23.8,5.88,1280,1.21,9.13,0.782
0.8,4100,0.0548,6680,5220,-40200,11.4,23.3,4.99,1320,1.24,7.82,0.791
0.8,4200,0.0527,7140,5620,-41400,11.6,23,4.19,1350,1.26,6.66,0.795
0.8,4300,0.0509,7520,5950,-42500,11.6,22.8,3.52,1380,1.29,5.71,0.795
0.8,4400,0.0493,7850,6220,-43700,11.7,22.6,2.99,1420,1.31,4.97,0.79
0.8,4500,0.048,8120,6460,-44900,11.8,22.4,2.58,1450,1.34,4.4,0.782
0.8,4600,0.0467,8370,6650,-46100,11.8,22.3,2.27,1480,1.36,3.99,0.773
0.8,4700,0.0455,8580,6820,-47200,11.9,22.2,2.04,1510,1.38,3.7,0.764
0.8,4800,0.0445,8780,6980,-48400,11.9,22.2,1.88,1530,1.41,3.5,0.755
0.8,4900,0.0435,8960,7120,-49600,12,22.1,1.76,1560,1.43,3.37,0.747
0.8,5000,0.0426,9130,7250,-50800,12,22.1,1.69,1580,1.45,3.31,0.739
0.8,5100,0.0417,9300,7380,-52000,12,22.1,1.64,1600,1.47,3.3,0.732
0.8,5200,0.0408,9460,7500,-53200,12.1,22.1,1.63,1620,1.49,3.34,0.728
0.8,5300,0.04,9620,7620,-54400,12.1,22,1.64,1630,1.52,3.45,0.723
0.8,5400,0.0393,9790,7750,-55700,12.1,22,1.69,1640,1.54,3.63,0.718
0.8,5500,0.0385,9960,7880,-56900,12.2,22,1.79,1650,1.56,3.91,0.712
0.8,5600,0.0378,10100,8030,-58100,12.2,22,1.93,1650,1.58,4.34,0.705
0.8,5700,0.0371,10400,8190,-59300,12.2,22,2.15,1650,1.6,4.94,0.699
0.8,5800,0.0363,10600,8380,-60500,12.3,21.9,2.46,1650,1.63,5.77,0.692
0.8,5900,0.0356,10800,8600,-61800,12.3,21.9,2.88,1650,1.65,6.91,0.686
0.8,6000,0.0349,11200,8870,-63000,12.4,21.8,3.44,1650,1.67,8.42,0.683
0.8,6100,0.0342,11500,9200,-64200,12.4,21.7,4.17,1660,1.69,10.4,0.681
0.8,6200,0.0334,12000,9610,-65500,12.5,21.5,5.09,1670,1.71,12.8,0.682
0.8,6300,0.0326,12600,10100,-66700,12.6,21.4,6.21,1680,1.74,15.7,0.686
0.8,6400,0.0318,13200,10700,-68000,12.7,21.1,7.53,1690,1.76,19.1,0.693
0.8,6500,0.0309,14100,11500,-69300,12.8,20.9,9.01,1710,1.78,22.8,0.704
0.8,6600,0.03,15100,12400,-70600,13,20.6,10.6,1740,1.8,26.6,0.717
0.8,6700,0.029,16200,13400,-71900,13.1,20.2,12.2,1760,1.82,30.4,0.733
0.8,6800,0.028,17500,14600,-73200,13.3,19.8,13.8,1800,1.85,33.8,0.752
0.8,6900,0.0269,18900,16000,-74500,13.5,19.3,15.2,1830,1.87,36.7,0.773
0.8,7000,0.0259,20500,17400,-75900,13.8,18.9,16.3,1870,1.89,38.7,0.794
0.8,7100,0.0249,22200,19000,-77300,14,18.4,17,1900,1.91,39.8,0.816
0.8,7200,0.024,23900,20600,-78700,14.3,17.9,17.3,1940,1.93,39.9,0.838
0.8,7300,0.0231,25600,22200,-80100,14.5,17.5,17.2,1980,1.95,39.2,0.858
0.8,7400,0.0222,27300,23700,-81600,14.7,17.1,16.7,2020,1.97,37.7,0.875
0.8,7500,0.0214,29000,25200,-83100,14.9,16.7,15.9,2060,1.99,35.6,0.889
0.8,7600,0.0207,30500,26600,-84600,15.1,16.4,14.8,2100,2.01,33.2,0.899
0.8,7700,0.0201,31900,27900,-86100,15.3,16.1,13.6,2140,2.03,30.6,0.904
0.8,7800,0.0195,33200,29100,-87600,15.5,15.8,12.4,2180,2.05,28.1,0.904
0.8,7900,0.019,34400,30200,-89200,15.6,15.6,11.2,2210,2.07,25.7,0.9
0.8,8000,0.0185,35500,31100,-90800,15.8,15.4,10,2250,2.09,23.5,0.89
0.8,8100,0.0181,36400,32000,-92400,15.9,15.2,8.99,2280,2.11,21.6,0.876
0.8,8200,0.0177,37300,32700,-94000,16,15.1,8.1,2310,2.13,20,0.859
0.8,8300,0.0174,38000,33400,-95600,16.1,15,7.34,2340,2.14,18.8,0.838
0.8,8400,0.017,38700,34000,-97200,16.2,14.9,6.7,2370,2.16,17.7,0.816
0.8,8500,0.0167,39400,34600,-98800,16.3,14.8,6.19,2400,2.18,17,0.793
0.8,8600,0.0165,40000,35100,-100000,16.3,14.7,5.78,2430,2.19,16.5,0.77
0.8,8700,0.0162,40500,35600,-102000,16.4,14.6,5.47,2460,2.21,16.1,0.749
0.8,8800,0.0159,41100,36000,-104000,16.5,14.6,5.24,2480,2.22,16,0.729
0.8,8900,0.0157,41600,36500,-105000,16.5,14.5,5.08,2510,2.24,16,0.71
0.8,9000,0.0154,42100,36900,-107000,16.6,14.4,4.98,2530,2.25,16.1,0.695
0.8,9100,0.0152,42600,37300,-109000,16.6,14.4,4.92,2550,2.26,16.4,0.681
0.8,9200,0.015,43100,37700,-110000,16.7,14.3,4.92,2570,2.28,16.7,0.669
0.8,9300,0.0148,43600,38200,-112000,16.7,14.3,4.95,2590,2.29,17.2,0.659
0.8,9400,0.0146,44100,38600,-114000,16.8,14.2,5.01,2610,2.3,17.7,0.65
0.8,9500,0.0144,44600,39000,-115000,16.8,14.2,5.1,2630,2.31,18.3,0.643
0.8,9600,0.0142,45100,39400,-117000,16.9,14.1,5.21,2640,2.32,19,0.637
0.8,9700,0.014,45600,39900,-119000,16.9,14.1,5.34,2660,2.33,19.7,0.632
0.8,9800,0.0138,46200,40300,-120000,17,14,5.49,2680,2.34,20.4,0.628
0.8,9900,0.0136,46700,40800,-122000,17.1,13.9,5.66,2690,2.34,21.2,0.625
0.8,10000,0.0134,47300,41300,-124000,17.1,13.9,5.85,2710,2.35,22.1,0.622
0.8,10100,0.0132,47900,41800,-126000,17.2,13.8,6.04,2730,2.36,23,0.619
0.8,10200,0.013,48500,42300,-127000,17.2,13.8,6.25,2740,2.36,23.9,0.617
0.8,10300,0.0128,49100,42900,-129000,17.3,13.7,6.47,2760,2.36,24.8,0.615
0.8,10400,0.0126,49800,43400,-131000,17.4,13.6,6.69,2780,2.37,25.8,0.614
0.8,10500,0.0124,50500,44000,-132000,17.4,13.6,6.93,2800,2.37,26.8,0.612
0.9,200,2.38,-9020,-9060,-9930,4.56,44,0.735,226,0.101,0.0955,0.776
0.9,300,1.59,-8940,-9000,-10400,4.88,44,0.846,270,0.15,0.166,0.764
0.9,400,1.19,-8850,-8930,-10900,5.14,44,0.939,308,0.197,0.246,0.753
0.9,500,0.953,-8750,-8850,-11400,5.36,44,1.01,341,0.24,0.326,0.748
0.9,600,0.794,-8650,-8760,-12000,5.55,44,1.08,371,0.28,0.403,0.746
0.9,700,0.681,-8540,-8670,-12500,5.72,44,1.13,399,0.317,0.478,0.746
0.9,800,0.595,-8420,-8570,-13100,5.87,44,1.17,425,0.351,0.548,0.748
0.9,900,0.529,-8300,-8470,-13700,6.01,44,1.2,449,0.383,0.616,0.749
0.9,1000,0.476,-8180,-8370,-14300,6.14,44,1.23,472,0.413,0.68,0.75
0.9,1100,0.433,-8060,-8270,-14900,6.26,44,1.26,494,0.442,0.741,0.752
0.9,1200,0.397,-7930,-8160,-15600,6.37,44,1.28,516,0.47,0.8,0.752
0.9,1300,0.366,-7800,-8050,-16200,6.47,44,1.3,536,0.497,0.859,0.752
0.9,1400,0.34,-7670,-7940,-16900,6.57,44,1.32,556,0.523,0.92,0.751
0.9,1500,0.318,-7540,-7820,-17500,6.66,44,1.35,574,0.548,0.989,0.749
0.9,1600,0.298,-7400,-7700,-18200,6.75,44,1.39,592,0.573,1.07,0.743
0.9,1700,0.28,-7260,-7580,-18900,6.84,44,1.45,609,0.597,1.18,0.735
0.9,1800,0.264,-7110,-7450,-19600,6.92,43.9,1.55,625,0.621,1.34,0.722
0.9,1900,0.25,-6950,-7310,-20300,7.01,43.8,1.7,641,0.644,1.56,0.706
0.9,2000,0.236,-6760,-7150,-21000,7.1,43.7,1.92,656,0.668,1.86,0.688
0.9,2100,0.224,-6560,-6960,-21700,7.2,43.4,2.21,671,0.692,2.28,0.671
0.9,2200,0.212,-6320,-6740,-22400,7.31,43.1,2.6,687,0.716,2.83,0.656
0.9,2300,0.201,-6040,-6490,-23100,7.44,42.6,3.08,705,0.741,3.53,0.646
0.9,2400,0.189,-5700,-6180,-23900,7.58,42,3.66,724,0.767,4.38,0.641
0.9,2500,0.178,-5300,-5810,-24700,7.74,41.1,4.33,746,0.794,5.37,0.64
0.9,2600,0.167,-4830,-5370,-25400,7.93,40.1,5.05,770,0.823,6.46,0.644
0.9,2700,0.156,-4290,-4870,-26300,8.13,39,5.81,796,0.852,7.6,0.651
0.9,2800,0.146,-3670,-4290,-27100,8.36,37.7,6.54,825,0.882,8.75,0.659
0.9,2900,0.135,-2980,-3650,-27900,8.6,36.3,7.22,857,0.911,9.84,0.668
0.9,3000,0.126,-2230,-2950,-28800,8.85,34.8,7.8,890,0.94,10.8,0.676
0.9,3100,0.117,-1430,-2200,-29700,9.12,33.4,8.26,926,0.969,11.7,0.683
0.9,3200,0.108,-583,-1420,-30600,9.39,32,8.6,963,0.997,12.5,0.688
0.9,3300,0.1,289,-607,-31600,9.65,30.6,8.83,1000,1.02,13.1,0.692
0.9,3400,0.0934,1180,215,-32500,9.92,29.3,8.93,1040,1.05,13.5,0.697
0.9,3500,0.087,2070,1040,-33600,10.2,28.1,8.9,1080,1.08,13.6,0.705
0.9,3600,0.0813,2950,1850,-34600,10.4,27.1,8.71,1120,1.11,13.4,0.717
0.9,3700,0.0763,3810,2630,-35600,10.7,26.1,8.31,1160,1.13,12.9,0.731
0.9,3800,0.0719,4610,3360,-36700,10.9,25.2,7.71,1200,1.16,12,0.747
0.9,3900,0.0681,5340,4020,-37800,11.1,24.5,6.95,1240,1.19,10.8,0.764
0.9,4000,0.0648,6000,4610,-38900,11.2,23.9,6.08,1270,1.21,9.48,0.778
0.9,4100,0.062,6560,5110,-40100,11.4,23.5,5.2,1310,1.24,8.17,0.788
0.9,4200,0.0596,7040,5530,-41200,11.5,23.1,4.4,1340,1.26,6.99,0.794
0.9,4300,0.0575,7440,5880,-42400,11.6,22.8,3.7,1380,1.29,6,0.795
0.9,4400,0.0557,7780,6170,-43500,11.7,22.6,3.14,1410,1.31,5.2,0.791
0.9,4500,0.0541,8070,6410,-44700,11.7,22.5,2.7,1440,1.34,4.59,0.785
0.9,4600,0.0526,8330,6620,-45900,11.8,22.4,2.36,1470,1.36,4.14,0.776
0.9,4700,0.0513,8550,6800,-47000,11.8,22.3,2.12,1500,1.38,3.81,0.767
0.9,4800,0.0501,8750,6960,-48200,11.9,22.2,1.93,1530,1.41,3.59,0.758
0.9,4900,0.049,8940,7100,-49400,11.9,22.2,1.8,1560,1.43,3.44,0.75
0.9,5000,0.0479,9110,7240,-50600,11.9,22.1,1.72,1580,1.45,3.35,0.742
0.9,5100,0.0469,9280,7360,-51800,12,22.1,1.66,1600,1.47,3.33,0.735
0.9,5200,0.046,9450,7490,-53000,12,22.1,1.64,1620,1.49,3.35,0.73
0.9,5300,0.045,9610,7610,-54200,12,22.1,1.64,1630,1.52,3.43,0.725
0.9,5400,0.0442,9780,7740,-55400,12.1,22,1.68,1640,1.54,3.59,0.72
0.9,5500,0.0433,9950,7870,-56600,12.1,22,1.76,1650,1.56,3.84,0.714
0.9,5600,0.0425,10100,8010,-57800,12.1,22,1.89,1650,1.58,4.22,0.708
0.9,5700,0.0417,10300,8170,-59000,12.2,22,2.08,1650,1.6,4.75,0.701
0.9,5800,0.0409,10500,8350,-60300,12.2,21.9,2.35,1650,1.63,5.5,0.694
0.9,5900,0.0401,10800,8560,-61500,12.3,21.9,2.73,1650,1.65,6.53,0.688
0.9,6000,0.0393,11100,8810,-62700,12.3,21.8,3.23,1660,1.67,7.89,0.684
0.9,6100,0.0385,11500,9120,-64000,12.4,21.7,3.89,1660,1.69,9.66,0.681
0.9,6200,0.0377,11900,9490,-65200,12.4,21.6,4.73,1670,1.71,11.9,0.682
0.9,6300,0.0368,12400,9960,-66400,12.5,21.4,5.76,1680,1.74,14.6,0.684
0.9,6400,0.0359,13000,10500,-67700,12.6,21.2,6.98,1690,1.76,17.8,0.69
0.9,6500,0.0349,13800,11200,-69000,12.7,21,8.37,1710,1.78,21.3,0.699
0.9,6600,0.0339,14700,12100,-70200,12.9,20.7,9.9,1730,1.8,25.1,0.711
0.9,6700,0.0328,15800,13000,-71500,13,20.3,11.5,1760,1.82,28.8,0.726
0.9,6800,0.0317,17000,14200,-72900,13.2,19.9,13,1790,1.85,32.4,0.744
0.9,6900,0.0306,18400,15500,-74200,13.4,19.5,14.5,1820,1.87,35.4,0.764
0.9,7000,0.0295,19900,16800,-75500,13.6,19.1,15.7,1860,1.89,37.7,0.785
0.9,7100,0.0284,21500,18300,-76900,13.9,18.6,16.5,1890,1.91,39.2,0.806
0.9,7200,0.0273,23200,19900,-78300,14.1,18.1,17,1930,1.93,39.8,0.828
0.9,7300,0.0262,24900,21500,-79700,14.3,17.7,17.1,1970,1.95,39.4,0.848
0.9,7400,0.0253,26600,23000,-81200,14.6,17.3,16.8,2010,1.98,38.3,0.867
0.9,7500,0.0244,28300,24600,-82600,14.8,16.9,16.1,2050,2,36.5,0.882
0.9,7600,0.0236,29800,26000,-84100,15,16.5,15.2,2090,2.02,34.3,0.894
0.9,7700,0.0228,31300,27300,-85600,15.2,16.2,14.1,2130,2.03,31.8,0.901
0.9,7800,0.0221,32600,28600,-87200,15.4,16,12.9,2160,2.05,29.3,0.904
0.9,7900,0.0215,33900,29700,-88700,15.5,15.7,11.7,2200,2.07,26.8,0.902
0.9,8000,0.021,35000,30700,-90300,15.7,15.5,10.5,2240,2.09,24.6,0.895
0.9,8100,0.0205,36000,31600,-91800,15.8,15.3,9.46,2270,2.11,22.6,0.883
0.9,8200,0.02,36900,32400,-93400,15.9,15.2,8.51,2300,2.13,20.9,0.868
0.9,8300,0.0196,37700,33100,-95000,16,15.1,7.7,2330,2.14,19.4,0.849
0.9,8400,0.0193,38400,33700,-96600,16.1,14.9,7.01,2370,2.16,18.3,0.828
0.9,8500,0.0189,39100,34300,-98200,16.2,14.8,6.44,2400,2.18,17.4,0.806
0.9,8600,0.0186,39700,34900,-99900,16.2,14.8,5.98,2420,2.2,16.8,0.783
0.9,8700,0.0183,40300,35400,-101000,16.3,14.7,5.62,2450,2.21,16.3,0.761
0.9,8800,0.018,40800,35800,-103000,16.4,14.6,5.35,2480,2.23,16.1,0.74
0.9,8900,0.0177,41400,36300,-105000,16.4,14.5,5.15,2500,2.24,16,0.721
0.9,9000,0.0174,41900,36700,-106000,16.5,14.5,5.01,2530,2.26,16.1,0.704
0.9,9100,0.0172,42400,37100,-108000,16.5,14.4,4.93,2550,2.27,16.2,0.689
0.9,9200,0.0169,42900,37500,-110000,16.6,14.4,4.89,2570,2.28,16.5,0.676
0.9,9300,0.0167,43300,37900,-111000,16.6,14.3,4.9,2590,2.29,16.9,0.665
0.9,9400,0.0164,43800,38400,-113000,16.7,14.3,4.93,2610,2.31,17.4,0.655
0.9,9500,0.0162,44300,38800,-115000,16.7,14.2,5,2620,2.32,17.9,0.647
0.9,9600,0.016,44800,39200,-116000,16.8,14.2,5.1,2640,2.33,18.5,0.641
0.9,9700,0.0157,45400,39600,-118000,16.8,14.1,5.21,2660,2.34,19.2,0.635
0.9,9800,0.0155,45900,40100,-120000,16.9,14,5.35,2680,2.35,19.9,0.631
0.9,9900,0.0153,46400,40500,-121000,17,14,5.5,2690,2.35,20.7,0.627
0.9,10000,0.0151,47000,41000,-123000,17,13.9,5.67,2710,2.36,21.5,0.623
0.9,10100,0.0149,47600,41500,-125000,17.1,13.9,5.85,2730,2.37,22.3,0.62
0.9,10200,0.0147,48100,42000,-127000,17.1,13.8,6.04,2740,2.37,23.2,0.618
0.9,10300,0.0144,48800,42500,-128000,17.2,13.7,6.25,2760,2.38,24.1,0.616
0.9,10400,0.0142,49400,43100,-130000,17.2,13.7,6.46,2780,2.38,25,0.614
0.9,10500,0.014,50100,43600,-132000,17.3,13.6,6.69,2800,2.38,26,0.613
1,200,2.65,-9020,-9060,-9930,4.54,44,0.735,226,0.101,0.0955,0.776
1,300,1.76,-8940,-9000,-10400,4.86,44,0.846,270,0.15,0.166,0.764
1,400,1.32,-8850,-8930,-10900,5.12,44,0.939,308,0.197,0.246,0.753
1,500,1.06,-8750,-8850,-11400,5.34,44,1.01,341,0.24,0.326,0.748
1,600,0.882,-8650,-8760,-12000,5.53,44,1.08,371,0.28,0.403,0.746
1,700,0.756,-8540,-8670,-12500,5.7,44,1.13,399,0.317,0.478,0.746
1,800,0.662,-8420,-8570,-13100,5.85,44,1.17,425,0.351,0.548,0.748
1,900,0.588,-8300,-8470,-13700,5.99,44,1.2,449,0.383,0.616,0.749
1,1000,0.529,-8180,-8370,-14300,6.12,44,1.23,472,0.413,0.68,0.75
1,1100,0.481,-8060,-8270,-14900,6.24,44,1.26,494,0.442,0.741,0.752
1,1200,0.441,-7930,-8160,-15500,6.35,44,1.28,516,0.47,0.8,0.752
1,1300,0.407,-7800,-8050,-16200,6.45,44,1.3,536,0.497,0.859,0.752
1,1400,0.378,-7670,-7940,-16800,6.55,44,1.32,556,0.523,0.92,0.751
1,1500,0.353,-7540,-7820,-17500,6.64,44,1.35,574,0.548,0.988,0.749
1,1600,0.331,-7400,-7700,-18200,6.73,44,1.39,592,0.573,1.07,0.744
1,1700,0.311,-7260,-7580,-18800,6.82,44,1.45,609,0.597,1.18,0.735
1,1800,0.293,-7110,-7450,-19500,6.9,43.9,1.55,625,0.621,1.33,0.723
1,1900,0.277,-6950,-7310,-20200,6.99,43.8,1.69,641,0.644,1.54,0.707
1,2000,0.263,-6770,-7150,-20900,7.08,43.7,1.9,656,0.668,1.84,0.689
1,2100,0.249,-6560,-6970,-21600,7.18,43.5,2.18,671,0.692,2.25,0.672
1,2200,0.236,-6330,-6750,-22400,7.29,43.1,2.56,687,0.716,2.78,0.658
1,2300,0.223,-6050,-6500,-23100,7.41,42.7,3.02,705,0.741,3.46,0.647
1,2400,0.211,-5720,-6200,-23800,7.55,42,3.59,724,0.767,4.29,0.641
1,2500,0.198,-5330,-5830,-24600,7.71,41.2,4.23,745,0.794,5.25,0.64
1,2600,0.186,-4870,-5410,-25400,7.89,40.3,4.94,769,0.822,6.31,0.644
1,2700,0.174,-4340,-4910,-26200,8.09,39.1,5.68,795,0.851,7.44,0.65
1,2800,0.163,-3740,-4350,-27000,8.31,37.9,6.41,823,0.88,8.57,0.658
1,2900,0.151,-3060,-3720,-27900,8.55,36.5,7.08,854,0.91,9.65,0.667
1,3000,0.141,-2320,-3040,-28700,8.8,35.1,7.65,888,0.939,10.6,0.675
1,3100,0.13,-1530,-2300,-29600,9.06,33.6,8.12,923,0.968,11.5,0.682
